dataset_1,dataset_2,dataset,model,time (sec),precision,recall,f1,good_behavior_response_rate,examples,total_matches,conflicts
imdb,tmdb,D5,gemma3n-ft-p2,1109.63,71.89,99.67,83.53,1.00,vector_based_examples_dict_2,2522,30.73
imdb,tmdb,D5,gemma3n-tf-p2,1103.80,75.93,99.40,86.10,1.00,vector_based_examples_dict_2,2381,22.68
imdb,tmdb,D5,qwen2.5-ft-p2,459.17,81.36,92.63,86.63,1.00,vector_based_examples_dict_2,2071,11.88
imdb,tmdb,D5,qwen2.5-tf-p2,457.45,80.89,90.76,85.54,1.00,vector_based_examples_dict_2,2041,11.81
imdb,tmdb,D5,llama3.1-ft-p2,471.30,66.64,83.89,74.28,1.00,vector_based_examples_dict_2,2290,79.66
imdb,tmdb,D5,llama3.1-tf-p2,469.08,59.46,95.71,73.35,1.00,vector_based_examples_dict_2,2925,79.66
imdb,tmdb,D5,orca2-ft-p2,361.64,75.20,62.34,68.17,1.00,vector_based_examples_dict_2,1508,79.66
imdb,tmdb,D5,orca2-tf-p2,356.18,71.94,57.50,63.92,1.00,vector_based_examples_dict_2,1447,79.66
imdb,tmdb,D5,openhermes-ft-p2,360.12,76.13,78.56,77.33,1.00,vector_based_examples_dict_2,1877,16.57
imdb,tmdb,D5,openhermes-tf-p2,357.97,80.13,80.92,80.53,1.00,vector_based_examples_dict_2,1837,10.83
imdb,tmdb,D5,zephyr-ft-p2,753.01,79.92,43.32,56.19,0.49,vector_based_examples_dict_2,207,79.66
imdb,tmdb,D5,zephyr-tf-p2,494.05,76.90,66.63,71.40,0.83,vector_based_examples_dict_2,1435,79.66
imdb,tmdb,D5,gemma3n-ft-p2,1105.84,71.27,99.29,82.98,1.00,join_examples_dict_1,2534,31.37
imdb,tmdb,D5,gemma3n-tf-p2,1103.29,73.33,98.41,84.04,1.00,join_examples_dict_1,2441,27.12
imdb,tmdb,D5,qwen2.5-ft-p2,459.26,79.49,64.76,71.37,1.00,join_examples_dict_1,1482,8.97
imdb,tmdb,D5,qwen2.5-tf-p2,460.50,78.23,70.31,74.06,1.00,join_examples_dict_1,1635,12.35
imdb,tmdb,D5,llama3.1-ft-p2,473.05,59.37,68.77,63.73,0.99,join_examples_dict_1,2103,79.66
imdb,tmdb,D5,llama3.1-tf-p2,468.71,54.27,91.09,68.02,1.00,join_examples_dict_1,3053,79.66
imdb,tmdb,D5,orca2-ft-p2,354.77,68.22,24.90,36.49,0.99,join_examples_dict_1,656,79.66
imdb,tmdb,D5,orca2-tf-p2,364.48,72.23,45.90,56.13,0.97,join_examples_dict_1,1087,79.66
imdb,tmdb,D5,openhermes-ft-p2,358.74,78.06,55.36,64.78,1.00,join_examples_dict_1,1290,7.98
imdb,tmdb,D5,openhermes-tf-p2,357.67,78.52,55.85,65.27,1.00,join_examples_dict_1,1294,7.81
imdb,tmdb,D5,zephyr-ft-p2,753.67,79.83,37.22,50.77,0.58,join_examples_dict_1,250,79.66
imdb,tmdb,D5,zephyr-tf-p2,576.29,77.89,53.27,63.27,0.76,join_examples_dict_1,862,79.66
imdb,tmdb,D5,gemma3n-ft-p2,1105.94,73.40,99.51,84.48,1.00,join_examples_dict_2,2466,27.53
imdb,tmdb,D5,gemma3n-tf-p2,1102.06,76.19,98.85,86.05,1.00,join_examples_dict_2,2360,21.74
imdb,tmdb,D5,qwen2.5-ft-p2,458.63,80.76,77.79,79.25,1.00,join_examples_dict_2,1752,10.22
imdb,tmdb,D5,qwen2.5-tf-p2,457.03,78.99,89.88,84.08,1.00,join_examples_dict_2,2070,14.11
imdb,tmdb,D5,llama3.1-ft-p2,471.57,70.16,91.75,79.51,0.99,join_examples_dict_2,2378,79.66
imdb,tmdb,D5,llama3.1-tf-p2,471.45,60.95,94.83,74.21,1.00,join_examples_dict_2,2828,79.66
imdb,tmdb,D5,orca2-ft-p2,355.00,71.77,65.70,68.60,1.00,join_examples_dict_2,1664,79.66
imdb,tmdb,D5,orca2-tf-p2,354.94,69.14,69.10,69.12,1.00,join_examples_dict_2,1816,79.66
imdb,tmdb,D5,openhermes-ft-p2,357.49,77.51,60.25,67.80,1.00,join_examples_dict_2,1414,9.90
imdb,tmdb,D5,openhermes-tf-p2,357.54,78.70,72.73,75.60,1.00,join_examples_dict_2,1681,10.71
imdb,tmdb,D5,zephyr-ft-p2,784.76,79.20,50.25,61.49,0.47,join_examples_dict_2,82,79.66
imdb,tmdb,D5,zephyr-tf-p2,540.06,75.58,59.21,66.40,0.74,join_examples_dict_2,1000,79.66
imdb,tmdb,D5,gemma3n-ft-p2 U gemma3n-tf-p2,2311.46,70.94,99.73,82.91,1.00,vector_based_examples_dict_1,2557,2.48
imdb,tmdb,D5,gemma3n-ft-p2 ∩ gemma3n-tf-p2,2311.46,73.05,95.05,82.61,1.00,vector_based_examples_dict_1,2367,0.00
imdb,tmdb,D5,gemma3n-ft-p2 U gemma3n-tf-p2,2213.43,71.66,99.67,83.38,1.00,vector_based_examples_dict_2,2530,3.59
imdb,tmdb,D5,gemma3n-ft-p2 ∩ gemma3n-tf-p2,2213.43,76.19,99.40,86.26,1.00,vector_based_examples_dict_2,2373,0.00
imdb,tmdb,D5,gemma3n-ft-p2 U gemma3n-tf-p2,2209.13,70.82,99.40,82.71,1.00,join_examples_dict_1,2553,2.77
imdb,tmdb,D5,gemma3n-ft-p2 ∩ gemma3n-tf-p2,2209.13,73.82,98.30,84.32,1.00,join_examples_dict_1,2422,0.00
imdb,tmdb,D5,gemma3n-ft-p2 U gemma3n-tf-p2,2208.00,72.95,99.51,84.19,1.00,join_examples_dict_2,2481,2.19
imdb,tmdb,D5,gemma3n-ft-p2 ∩ gemma3n-tf-p2,2208.00,76.67,98.85,86.36,1.00,join_examples_dict_2,2345,0.00
imdb,tmdb,D5,qwen2.5-ft-p2 U qwen2.5-tf-p2,920.85,80.47,96.48,87.75,1.00,vector_based_examples_dict_1,2181,1.45
imdb,tmdb,D5,qwen2.5-ft-p2 ∩ qwen2.5-tf-p2,920.85,82.94,93.29,87.81,1.00,vector_based_examples_dict_1,2046,0.00
imdb,tmdb,D5,qwen2.5-ft-p2 U qwen2.5-tf-p2,916.62,80.03,93.84,86.39,1.00,vector_based_examples_dict_2,2133,1.84
imdb,tmdb,D5,qwen2.5-ft-p2 ∩ qwen2.5-tf-p2,916.62,82.31,89.55,85.78,1.00,vector_based_examples_dict_2,1979,0.00
imdb,tmdb,D5,qwen2.5-ft-p2 U qwen2.5-tf-p2,919.75,78.00,70.75,74.20,1.00,join_examples_dict_1,1650,2.17
imdb,tmdb,D5,qwen2.5-ft-p2 ∩ qwen2.5-tf-p2,919.75,79.75,64.32,71.21,1.00,join_examples_dict_1,1467,0.00
imdb,tmdb,D5,qwen2.5-ft-p2 U qwen2.5-tf-p2,915.66,78.74,90.21,84.09,1.00,join_examples_dict_2,2084,1.85
imdb,tmdb,D5,qwen2.5-ft-p2 ∩ qwen2.5-tf-p2,915.66,81.07,77.46,79.22,1.00,join_examples_dict_2,1738,0.00
imdb,tmdb,D5,llama3.1-ft-p2 U llama3.1-tf-p2,941.13,51.54,99.18,67.83,1.00,vector_based_examples_dict_1,3500,17.37
imdb,tmdb,D5,llama3.1-ft-p2 ∩ llama3.1-tf-p2,941.13,65.76,81.42,72.76,1.00,vector_based_examples_dict_1,2252,0.00
imdb,tmdb,D5,llama3.1-ft-p2 U llama3.1-tf-p2,940.37,56.50,97.69,71.60,1.00,vector_based_examples_dict_2,3145,14.75
imdb,tmdb,D5,llama3.1-ft-p2 ∩ llama3.1-tf-p2,940.37,71.88,81.91,76.57,1.00,vector_based_examples_dict_2,2073,0.00
imdb,tmdb,D5,llama3.1-ft-p2 U llama3.1-tf-p2,941.76,51.46,95.88,66.97,1.00,join_examples_dict_1,3389,21.71
imdb,tmdb,D5,llama3.1-ft-p2 ∩ llama3.1-tf-p2,941.76,65.73,63.99,64.85,1.00,join_examples_dict_1,1771,0.00
imdb,tmdb,D5,llama3.1-ft-p2 U llama3.1-tf-p2,943.01,59.21,97.86,73.78,1.00,join_examples_dict_2,3006,12.73
imdb,tmdb,D5,llama3.1-ft-p2 ∩ llama3.1-tf-p2,943.01,73.26,88.73,80.26,1.00,join_examples_dict_2,2203,0.00
imdb,tmdb,D5,orca2-ft-p2 U orca2-tf-p2,711.23,67.49,73.61,70.42,1.00,vector_based_examples_dict_1,1984,9.24
imdb,tmdb,D5,orca2-ft-p2 ∩ orca2-tf-p2,711.23,73.28,53.22,61.66,1.00,vector_based_examples_dict_1,1321,0.00
imdb,tmdb,D5,orca2-ft-p2 U orca2-tf-p2,717.81,71.17,69.21,70.18,1.00,vector_based_examples_dict_2,1769,5.60
imdb,tmdb,D5,orca2-ft-p2 ∩ orca2-tf-p2,717.81,77.20,50.63,61.16,1.00,vector_based_examples_dict_2,1193,0.00
imdb,tmdb,D5,orca2-ft-p2 U orca2-tf-p2,719.25,70.60,52.67,60.33,0.98,join_examples_dict_1,1357,6.96
imdb,tmdb,D5,orca2-ft-p2 ∩ orca2-tf-p2,719.25,71.27,18.14,28.92,0.98,join_examples_dict_1,463,0.00
imdb,tmdb,D5,orca2-ft-p2 U orca2-tf-p2,709.94,66.85,71.85,69.26,1.00,join_examples_dict_2,1955,7.87
imdb,tmdb,D5,orca2-ft-p2 ∩ orca2-tf-p2,709.94,74.93,62.95,68.42,1.00,join_examples_dict_2,1528,0.00
imdb,tmdb,D5,openhermes-ft-p2 U openhermes-tf-p2,723.40,60.32,97.97,74.67,1.00,vector_based_examples_dict_1,2954,14.08
imdb,tmdb,D5,openhermes-ft-p2 ∩ openhermes-tf-p2,723.40,75.45,87.03,80.83,1.00,vector_based_examples_dict_1,2098,0.00
imdb,tmdb,D5,openhermes-ft-p2 U openhermes-tf-p2,718.10,75.47,88.95,81.66,1.00,vector_based_examples_dict_2,2144,5.20
imdb,tmdb,D5,openhermes-ft-p2 ∩ openhermes-tf-p2,718.10,81.72,70.53,75.72,1.00,vector_based_examples_dict_2,1570,0.00
imdb,tmdb,D5,openhermes-ft-p2 U openhermes-tf-p2,716.42,76.94,64.76,70.33,1.00,join_examples_dict_1,1531,3.61
imdb,tmdb,D5,openhermes-ft-p2 ∩ openhermes-tf-p2,716.42,80.25,46.45,58.84,1.00,join_examples_dict_1,1053,0.00
imdb,tmdb,D5,openhermes-ft-p2 U openhermes-tf-p2,715.02,76.32,76.36,76.34,1.00,join_examples_dict_2,1820,3.66
imdb,tmdb,D5,openhermes-ft-p2 ∩ openhermes-tf-p2,715.02,80.78,56.62,66.58,1.00,join_examples_dict_2,1275,0.00
imdb,tmdb,D5,zephyr-ft-p2 U zephyr-tf-p2,1429.94,79.13,62.34,69.74,0.50,vector_based_examples_dict_1,1433,2.05
imdb,tmdb,D5,zephyr-ft-p2 ∩ zephyr-tf-p2,1429.94,79.47,33.21,46.84,0.50,vector_based_examples_dict_1,760,0.00
imdb,tmdb,D5,zephyr-ft-p2 U zephyr-tf-p2,1247.06,76.51,67.51,71.73,0.66,vector_based_examples_dict_2,1605,1.25
imdb,tmdb,D5,zephyr-ft-p2 ∩ zephyr-tf-p2,1247.06,80.67,42.44,55.62,0.66,vector_based_examples_dict_2,957,0.00
imdb,tmdb,D5,zephyr-ft-p2 U zephyr-tf-p2,1329.96,77.62,53.77,63.53,0.67,join_examples_dict_1,1260,2.18
imdb,tmdb,D5,zephyr-ft-p2 ∩ zephyr-tf-p2,1329.96,80.29,36.72,50.40,0.67,join_examples_dict_1,832,0.00
imdb,tmdb,D5,zephyr-ft-p2 U zephyr-tf-p2,1324.82,75.22,60.42,67.01,0.60,join_examples_dict_2,1461,1.57
imdb,tmdb,D5,zephyr-ft-p2 ∩ zephyr-tf-p2,1324.82,79.79,49.04,60.74,0.60,join_examples_dict_2,1118,0.00
