,D1,D2,responses,s-weight
748,247,14606,True,0.781221330165863
749,247,12171,False,0.7033727765083313
750,248,11662,False,0.8727085590362549
751,248,1690,False,0.9281288385391236
752,248,1688,False,0.9133321046829224
753,249,21092,False,0.8311719298362732
754,249,18994,False,0.8246261477470398
755,249,14146,False,0.8106219172477722
756,250,21393,False,0.6373662352561951
757,250,17576,False,0.5050370693206787
758,250,2486,False,0.0
759,251,11613,False,0.5724051594734192
760,251,7609,False,0.6525360345840454
761,251,3316,False,0.5446947813034058
762,252,9523,False,0.647219181060791
763,252,2422,False,0.760036289691925
764,252,460,False,0.7603830695152283
765,253,13718,False,0.8433979153633118
766,253,13717,False,0.8455662727355957
767,253,7759,False,0.8363865613937378
768,254,16007,False,0.5506737232208252
769,254,3848,False,0.0
770,254,3662,False,0.0
771,255,14835,False,0.7075649499893188
772,255,2964,False,0.7927538156509399
773,255,961,False,0.8299759030342102
774,256,12075,False,0.761564314365387
775,256,1365,False,0.7744383811950684
776,256,970,False,0.7921561598777771
777,257,13913,False,0.8129664659500122
778,257,9990,False,0.898025631904602
779,257,5930,False,0.895358681678772
780,258,14154,False,0.7930576205253601
781,258,10646,False,0.9082232117652892
782,258,6642,False,0.7851830720901489
783,259,10734,False,0.8617818355560303
784,259,8771,False,0.85489821434021
785,259,1054,False,0.8324205279350281
786,260,20837,False,0.8629082441329956
787,260,19523,False,0.7962084412574768
788,260,13745,False,0.6033111810684204
789,261,21470,False,0.8681613802909851
790,261,14378,False,0.8610409498214722
791,261,5192,False,0.881893515586853
792,262,18152,False,0.0
793,262,16163,False,0.0
794,262,13175,False,0.0
795,262,5134,False,0.0
796,263,21694,False,0.0
797,263,14691,False,0.0
798,263,6744,False,0.0
799,264,19687,False,0.6606885194778442
800,264,16640,True,0.8687097430229187
801,264,6898,False,0.6683530211448669
802,265,20891,False,0.8397847414016724
803,265,3518,False,0.8524141907691956
804,265,3516,False,0.7252775430679321
805,266,14829,False,0.94188392162323
806,266,8908,False,0.8404433131217957
807,266,2949,False,0.8585772514343262
808,267,17965,False,0.0
809,267,11315,False,0.6167349219322205
