dataset_1,dataset_2,dataset,model,time (sec),precision,recall,f1,good_behavior_response_rate,examples
tmdb,tvdb,D7,llama3.1-tf-p1,561.6036467552185,0.25630468347915597,0.9940119760479041,0.4075286415711948,0.9991055456171736,join_examples_dict_2
tmdb,tvdb,D7,llama3.1-tf-p2,560.748387336731,0.22461814914645103,0.998003992015968,0.3667033370003667,0.9985688729874777,join_examples_dict_2
tmdb,tvdb,D7,orca2-ft-p1,420.7082245349884,0.4768211920529801,0.8622754491017964,0.6140724946695096,1.0,join_examples_dict_2
tmdb,tvdb,D7,orca2-ft-p2,415.54412817955017,0.49808429118773945,0.908183632734531,0.6433368681512902,1.0,join_examples_dict_2
tmdb,tvdb,D7,orca2-tf-p1,417.5328767299652,0.3973481608212147,0.9271457085828343,0.5562874251497006,0.9998211091234347,join_examples_dict_2
tmdb,tvdb,D7,orca2-tf-p2,415.00743651390076,0.47079556898288016,0.9331337325349301,0.6258366800535475,1.0,join_examples_dict_2
tmdb,tvdb,D7,openhermes-ft-p1,427.04218792915344,0.3953488372093023,0.9500998003992016,0.5583577712609971,1.0,join_examples_dict_2
tmdb,tvdb,D7,openhermes-ft-p2,424.6086437702179,0.4449172576832151,0.9391217564870259,0.603785691369907,1.0,join_examples_dict_2
tmdb,tvdb,D7,openhermes-tf-p1,426.89303040504456,0.4031105506515343,0.9570858283433133,0.567287784679089,1.0,join_examples_dict_2
tmdb,tvdb,D7,openhermes-tf-p2,424.3762812614441,0.4147424511545293,0.9321357285429142,0.5740626920712969,1.0,join_examples_dict_2
tmdb,tvdb,D7,zephyr-ft-p1,686.8637828826904,0.4729064039408867,0.47904191616766467,0.47595438770451165,0.7271914132379249,join_examples_dict_2
tmdb,tvdb,D7,zephyr-ft-p2,834.749077796936,0.4827586206896552,0.13972055888223553,0.21671826625386997,0.5516994633273703,join_examples_dict_2
tmdb,tvdb,D7,zephyr-tf-p1,620.1093509197235,0.554228855721393,0.5558882235528942,0.5550572994519183,0.8334525939177102,join_examples_dict_2
tmdb,tvdb,D7,zephyr-tf-p2,624.4716928005219,0.5150812064965197,0.4431137724550898,0.47639484978540775,0.7774597495527729,join_examples_dict_2
