,D1,D2,responses,weight
111,193,4188,True,0.1
112,194,3714,True,0.1
113,194,670,True,0.2
114,203,3859,True,0.1
115,204,4858,False,0.1
116,204,4029,False,0.1
117,204,3306,True,0.1
118,204,4046,True,0.1
119,207,4285,False,0.1
120,207,2505,True,0.1
121,207,4104,False,0.1
122,213,4230,True,0.1
123,216,2503,True,0.1
124,216,2037,True,0.1
125,217,1085,True,0.1
126,218,4178,True,0.1
127,219,2624,True,0.1
128,221,2292,True,0.1
129,223,4173,True,0.1
130,223,303,False,0.1
131,226,4202,True,0.1
132,227,5995,False,0.1
133,227,454,True,0.1
134,228,5922,True,0.1
135,229,796,False,0.1
136,232,5603,True,0.2
137,235,6053,True,0.1
138,236,3268,True,0.1
139,239,1554,True,0.1
140,241,1188,False,0.1
141,242,4309,True,0.1
142,242,4401,False,0.1
143,244,4870,False,0.1
144,244,1676,True,0.1
145,247,468,True,0.1
146,247,4574,False,0.1
147,248,3176,True,0.1
148,248,5955,False,0.1
149,248,4790,False,0.1
150,249,2434,True,0.1
151,251,1482,True,0.1
152,252,1200,True,0.1
153,253,5693,False,0.1
154,255,5227,True,0.1
155,255,4979,True,0.1
156,257,1893,True,0.1
157,257,2393,False,0.2
158,262,2768,True,0.1
159,266,5570,True,0.1
160,268,5377,True,0.1
161,269,4381,True,0.1
162,269,5693,False,0.1
163,270,6027,False,0.1
164,270,5807,False,0.1
165,271,5894,True,0.1
166,272,5943,False,0.1
167,273,4482,False,0.1
168,273,225,True,0.1
169,273,5686,False,0.2
170,274,2307,True,0.1
171,275,2517,True,0.2
172,276,182,True,0.1
173,282,1881,True,0.1
174,284,5473,False,0.1
175,284,998,True,0.1
176,284,3929,True,0.1
177,284,4523,False,0.2
178,285,5205,True,0.2
179,286,189,True,0.1
180,287,714,True,0.1
181,288,344,True,0.1
182,289,139,True,0.2
183,290,6036,False,0.1
184,291,2156,True,0.2
185,292,4969,True,0.1
186,293,1846,True,0.1
187,293,3785,True,0.1
188,294,2556,True,0.1
189,295,2798,True,0.1
190,301,187,False,0.1
191,301,3990,False,0.1
192,301,1219,True,0.1
193,304,3629,True,0.1
194,306,4573,False,0.1
195,306,4543,True,0.1
196,306,4263,True,0.1
197,307,789,True,0.1
198,307,5293,False,0.1
199,309,4306,True,0.1
200,310,5268,True,0.1
201,311,4870,False,0.1
202,311,4341,False,0.1
203,312,4934,True,0.1
204,312,5710,False,0.1
205,314,969,True,0.1
206,315,3429,True,0.1
207,319,4812,True,0.1
208,319,5737,False,0.1
209,319,1575,True,0.1
210,319,572,False,0.1
211,320,4683,True,0.2
212,321,5162,True,0.1
213,322,5337,True,0.1
214,323,2373,True,0.1
215,323,4226,False,0.1
216,326,876,False,0.1
217,329,5150,True,0.1
218,333,3476,True,0.1
219,334,3413,True,0.1
220,335,5658,True,0.1
221,335,886,True,0.1
222,345,3305,False,0.1
223,345,5040,False,0.1
224,345,3874,True,0.1
225,345,5960,False,0.1
226,346,4114,True,0.1
227,347,2696,True,0.1
228,350,5905,False,0.1
229,354,4206,True,0.1
230,355,3755,True,0.2
231,358,1678,True,0.1
232,361,2347,True,0.1
233,365,5176,False,0.1
234,365,3657,False,0.1
235,369,2308,True,0.1
236,372,5126,False,0.1
237,375,997,True,0.2
238,379,5801,False,0.1
239,379,2305,True,0.1
240,380,581,True,0.1
241,380,4153,False,0.1
242,381,3064,True,0.2
243,381,5630,False,0.1
244,385,5103,True,0.2
245,386,769,True,0.1
246,387,2869,True,0.1
247,388,4695,True,0.1
248,390,4314,True,0.1
249,392,1127,True,0.1
250,392,5775,False,0.1
251,393,3317,True,0.1
252,393,5719,False,0.1
253,395,5108,True,0.1
254,402,2859,False,0.1
255,402,705,True,0.1
256,405,420,True,0.1
257,407,1395,False,0.1
258,408,5449,True,0.2
259,411,4711,False,0.1
260,411,1038,True,0.1
261,416,5125,False,0.1
262,417,2096,True,0.1
263,418,5008,False,0.1
264,419,4576,True,0.1
265,423,5070,True,0.2
266,426,647,True,0.2
267,427,5948,True,0.2
268,428,5675,True,0.1
269,430,5321,True,0.1
270,431,1416,True,0.1
271,433,2806,False,0.1
272,438,86,True,0.1
273,443,788,True,0.2
274,445,5651,True,0.1
275,446,5689,True,0.1
276,447,3095,False,0.1
277,453,4968,True,0.1
278,454,4468,False,0.1
279,454,5112,False,0.1
280,454,5411,False,0.1
281,454,2715,True,0.1
282,455,6032,False,0.1
283,461,5323,True,0.1
284,462,5637,False,0.1
285,462,5485,True,0.1
286,463,3767,True,0.2
287,464,974,True,0.2
288,465,2526,True,0.1
289,466,4781,True,0.1
290,466,3461,False,0.2
291,468,1545,True,0.1
292,469,1280,True,0.1
293,477,5145,True,0.1
294,480,4192,False,0.1
295,480,1889,True,0.1
296,481,29,True,0.1
297,482,3617,True,0.1
298,484,3890,True,0.1
299,485,2822,False,0.1
300,485,2634,True,0.1
301,486,4196,False,0.1
302,486,4872,False,0.1
303,486,4761,True,0.1
304,487,429,True,0.1
305,488,5516,True,0.2
306,489,2153,True,0.1
307,490,2598,False,0.1
308,490,2705,False,0.2
309,493,5246,True,0.1
310,494,791,True,0.2
311,495,3763,False,0.1
312,495,79,True,0.1
313,496,5917,True,0.2
314,496,2219,False,0.1
315,497,5757,True,0.1
316,499,3734,False,0.1
317,500,3914,True,0.1
318,502,19,True,0.1
319,502,4592,False,0.1
320,505,2814,False,0.1
321,505,5760,True,0.2
322,508,4845,False,0.1
323,508,2881,True,0.1
324,508,6053,False,0.1
325,509,3725,True,0.1
326,510,676,False,0.1
327,510,1142,False,0.1
328,510,2370,True,0.1
329,514,1958,False,0.1
330,515,553,True,0.1
331,516,3989,False,0.1
332,516,2451,True,0.1
333,517,693,False,0.1
334,517,1368,True,0.1
335,517,641,False,0.1
336,518,1414,False,0.1
337,519,2996,True,0.2
338,522,877,True,0.1
339,523,937,True,0.1
340,524,1521,True,0.1
341,528,4966,True,0.2
342,532,4741,True,0.1
343,532,2931,True,0.1
344,533,3109,True,0.1
345,538,5208,True,0.1
346,539,2198,False,0.2
347,540,1845,True,0.1
348,542,5869,True,0.1
349,543,1058,True,0.1
350,546,61,True,0.1
351,551,1097,True,0.1
352,554,864,True,0.1
353,554,2330,False,0.1
354,556,5938,True,0.1
355,558,4450,True,0.1
356,565,495,True,0.1
357,566,5337,False,0.1
358,569,4469,False,0.1
359,572,875,False,0.1
360,572,3565,True,0.3
361,572,4587,False,0.1
362,573,2994,True,0.2
363,574,1592,True,0.1
364,576,3585,True,0.1
365,581,5030,False,0.1
366,582,6053,False,0.1
367,582,1946,True,0.1
368,584,2614,True,0.1
369,586,725,True,0.2
370,587,3394,True,0.1
371,588,5361,True,0.2
372,590,241,True,0.2
373,593,5106,False,0.2
374,595,1448,False,0.1
375,597,5165,True,0.2
376,598,4867,False,0.1
377,598,4175,False,0.1
378,598,3238,True,0.1
379,598,3577,False,0.1
380,599,4275,True,0.1
381,602,3514,False,0.1
382,602,3494,True,0.1
383,604,2950,False,0.1
384,604,1985,True,0.1
385,606,5475,False,0.1
386,606,752,True,0.1
387,606,1961,False,0.1
388,608,3745,False,0.1
389,608,3277,True,0.1
390,608,5133,False,0.1
391,609,5407,False,0.1
392,609,5452,False,0.1
393,609,2339,True,0.1
394,610,5840,False,0.1
395,610,3909,True,0.1
396,611,5206,True,0.1
397,611,4845,False,0.1
398,611,5249,False,0.1
399,612,3796,True,0.1
400,612,5927,False,0.2
401,613,2548,True,0.2
402,615,3463,False,0.1
403,617,2718,True,0.1
404,618,1147,True,0.2
405,619,3624,False,0.2
406,619,3962,True,0.1
407,620,5498,False,0.1
408,621,3741,True,0.1
409,622,5167,True,0.1
410,627,4844,True,0.1
411,627,5504,False,0.1
412,629,5142,False,0.1
413,629,5717,True,0.1
414,629,5776,False,0.1
415,631,5800,False,0.1
416,631,2974,True,0.1
417,631,5484,False,0.1
418,632,3968,True,0.1
419,633,1374,True,0.1
420,634,5125,True,0.1
421,636,5898,False,0.1
422,636,1014,True,0.1
423,637,5723,False,0.1
424,637,1440,True,0.1
425,637,2035,False,0.1
426,638,1397,True,0.1
427,639,1989,True,0.1
428,639,5385,False,0.1
429,640,5435,True,0.1
430,641,3495,True,0.1
431,643,4548,True,0.1
432,645,198,True,0.1
433,647,2903,True,0.1
434,649,5329,True,0.1
435,649,441,True,0.1
436,651,5407,False,0.1
437,651,4629,False,0.1
438,651,3424,True,0.1
439,652,5798,True,0.1
440,653,893,True,0.1
441,654,3502,False,0.1
442,654,368,True,0.1
443,654,5020,True,0.1
444,658,3854,True,0.1
445,660,1600,True,0.2
446,661,3425,False,0.2
447,661,4951,True,0.1
448,663,2085,True,0.1
449,665,5183,False,0.1
450,665,5299,False,0.1
451,665,5523,True,0.2
452,670,5455,True,0.1
453,672,6011,True,0.1
454,673,1053,True,0.2
455,675,5535,False,0.1
456,675,3727,True,0.1
457,676,3001,True,0.1
458,677,1454,True,0.1
459,679,5940,True,0.1
460,680,1314,True,0.1
461,683,676,True,0.1
462,683,1631,False,0.1
463,684,5930,False,0.1
464,685,550,True,0.1
465,685,5037,False,0.1
466,686,307,True,0.1
467,690,8,True,0.1
468,691,6017,False,0.1
469,691,5923,True,0.1
470,691,3237,False,0.1
471,691,4434,False,0.1
472,692,1742,True,0.2
473,693,2463,True,0.1
474,694,5878,False,0.1
475,695,3605,True,0.1
476,699,5916,True,0.2
477,701,385,True,0.1
478,702,5679,True,0.1
479,707,2787,True,0.2
480,709,754,True,0.1
481,710,4634,True,0.1
482,711,4006,True,0.1
483,714,3376,True,0.1
484,714,3486,True,0.2
485,715,2204,True,0.1
486,716,2725,True,0.1
487,718,3232,True,0.1
488,720,5584,True,0.1
489,724,4862,True,0.1
490,724,5211,False,0.1
491,727,3670,False,0.1
492,727,3117,False,0.1
493,727,2195,True,0.1
494,728,1289,False,0.1
495,728,4010,True,0.1
496,736,4689,True,0.2
497,738,5961,True,0.1
498,739,5946,True,0.1
499,743,2005,True,0.1
500,743,5968,False,0.1
501,744,755,False,0.1
502,744,600,True,0.1
503,745,3450,True,0.1
504,746,453,False,0.1
505,747,547,True,0.1
506,750,2688,True,0.1
507,750,1494,False,0.1
508,752,4342,True,0.1
509,753,2189,False,0.1
510,753,362,True,0.1
511,754,4189,True,0.1
512,755,5707,False,0.1
513,755,743,True,0.1
514,757,2900,True,0.1
515,759,2629,True,0.1
516,762,878,True,0.1
517,763,2752,True,0.1
518,763,3652,False,0.1
519,764,133,True,0.1
520,767,5481,True,0.1
521,768,4362,False,0.1
522,768,6015,True,0.1
523,769,3972,True,0.1
524,772,2484,True,0.1
525,773,5775,False,0.1
526,774,2016,True,0.1
527,774,2653,False,0.1
528,774,5973,False,0.1
529,776,4732,False,0.1
530,779,850,True,0.1
531,786,1132,True,0.1
532,786,5009,False,0.1
533,789,1877,True,0.1
534,791,93,True,0.1
535,793,2041,True,0.1
536,794,4518,True,0.1
537,794,6052,True,0.1
538,796,6036,False,0.1
539,797,44,True,0.1
540,800,5559,True,0.1
541,802,2499,True,0.1
542,806,5554,False,0.1
543,806,423,True,0.1
544,808,152,True,0.1
545,809,1589,False,0.1
546,811,1294,True,0.1
547,811,2492,False,0.1
548,813,5616,False,0.1
549,813,5852,False,0.1
550,813,736,True,0.1
551,815,5322,True,0.1
552,816,2815,False,0.1
553,819,528,True,0.1
554,822,5762,True,0.1
555,823,896,True,0.1
556,824,969,False,0.1
557,824,66,True,0.2
558,826,4220,True,0.1
559,829,2694,True,0.1
560,830,5409,True,0.1
561,831,5742,True,0.1
562,833,2084,True,0.1
563,839,885,False,0.1
564,839,2452,False,0.1
565,843,3628,True,0.2
566,845,3100,True,0.1
567,846,4557,False,0.1
568,846,5845,True,0.1
569,847,5333,False,0.1
570,851,4895,True,0.1
571,852,4056,True,0.1
572,853,1898,False,0.1
573,854,2148,True,0.1
574,858,146,False,0.1
575,859,4116,True,0.1
576,860,4497,False,0.1
577,860,4547,True,0.1
578,862,6046,True,0.1
579,866,1430,True,0.1
580,869,3719,True,0.1
581,870,457,True,0.2
582,874,3659,True,0.1
583,874,3700,False,0.1
584,874,4587,False,0.1
585,879,4444,True,0.1
586,879,3605,False,0.1
587,881,3392,True,0.1
588,881,5664,False,0.1
589,881,2175,False,0.1
590,882,4442,True,0.1
591,884,2826,True,0.1
592,885,2233,True,0.1
593,886,5288,False,0.1
594,886,1013,True,0.1
595,887,3949,False,0.1
596,887,2130,True,0.1
597,889,2957,True,0.1
598,890,6044,True,0.1
599,891,4182,True,0.2
600,897,1348,True,0.1
601,897,2703,False,0.1
602,897,2184,True,0.4
603,897,5408,False,0.1
604,898,5305,False,0.2
605,901,4218,True,0.1
606,902,413,True,0.1
607,902,4512,False,0.1
608,902,5133,False,0.1
609,911,4248,True,0.1
610,916,5867,True,0.1
611,918,164,True,0.1
612,919,3306,False,0.1
613,919,4024,False,0.1
614,919,5270,True,0.2
615,925,1093,True,0.1
616,927,5089,True,0.1
617,929,5664,True,0.1
618,931,5554,False,0.1
619,931,2875,True,0.1
620,932,5459,True,0.1
621,934,5633,True,0.1
622,935,3490,True,0.2
623,938,4908,True,0.1
624,939,2697,True,0.1
625,939,3383,False,0.1
626,940,3037,True,0.1
627,943,2063,True,0.1
628,943,2256,True,0.1
629,947,3267,True,0.1
630,947,5430,False,0.1
631,948,97,True,0.1
632,951,2485,True,0.1
633,951,5783,False,0.1
634,952,4992,False,0.1
635,952,3029,False,0.1
636,955,4174,True,0.1
637,956,1863,True,0.1
638,956,3871,False,0.1
639,960,2070,True,0.1
640,962,3355,True,0.1
641,965,1220,True,0.1
642,965,2167,False,0.1
643,965,3961,False,0.1
644,967,2331,True,0.1
645,968,28,True,0.1
646,972,552,True,0.1
647,973,755,True,0.1
648,973,6004,True,0.1
649,973,4024,False,0.1
650,973,3422,False,0.1
651,974,3718,True,0.1
652,976,4876,False,0.1
653,977,2,True,0.1
654,979,3840,True,0.1
655,981,1338,True,0.1
656,982,4400,False,0.1
657,982,810,True,0.1
658,983,6016,False,0.1
659,986,5255,True,0.1
660,987,5402,True,0.2
661,991,2326,True,0.1
662,991,5209,False,0.1
663,993,3953,True,0.1
664,997,2804,True,0.1
665,997,2957,False,0.1
666,1000,1245,True,0.1
667,1000,5361,False,0.2
668,1001,2927,True,0.1
669,1003,4510,True,0.1
670,1005,1401,False,0.1
671,1006,1256,True,0.1
672,1007,5222,True,0.1
673,1012,1222,True,0.1
674,1012,4336,False,0.1
675,1012,4707,False,0.1
676,1013,4803,True,0.1
677,1020,1937,True,0.1
678,1023,5698,False,0.2
679,1025,2846,True,0.1
680,1025,261,True,0.1
681,1027,4902,True,0.1
682,1027,3732,False,0.1
683,1027,5180,False,0.1
684,1027,5856,False,0.1
685,1028,2915,True,0.1
686,1029,842,True,0.1
687,1032,3039,True,0.1
688,1032,4849,False,0.1
689,1034,930,True,0.1
690,1035,3668,True,0.1
691,1036,5536,False,0.1
692,1036,5507,True,0.1
693,1037,2071,True,0.2
694,1038,3862,True,0.1
695,1038,346,True,0.1
696,1039,2992,False,0.1
697,1039,4681,False,0.1
698,1040,257,True,0.1
699,1042,3576,True,0.1
700,1043,735,True,0.1
701,1044,203,True,0.1
702,1045,2337,True,0.1
703,1046,5064,True,0.1
704,1049,2710,True,0.1
705,1050,2630,True,0.2
706,1051,4680,True,0.1
707,1052,124,True,0.1
708,1053,1220,False,0.1
709,1054,5860,False,0.1
710,1056,5863,False,0.1
711,1057,1852,True,0.1
712,1057,2129,False,0.2
713,1060,2784,True,0.2
714,1060,5316,False,0.1
715,1061,4593,True,0.1
716,1062,2872,True,0.1
717,1063,4402,True,0.1
718,1066,4014,True,0.1
719,1067,2380,True,0.1
720,1071,3820,True,0.1
721,1071,3163,False,0.1
722,1071,4088,False,0.1
723,1072,2801,True,0.1
724,1073,6015,False,0.1
725,1073,4362,False,0.1
726,1073,4650,True,0.1
727,1074,2822,False,0.1
728,1074,2386,True,0.1
729,1077,5290,True,0.1
730,1078,2882,True,0.2
731,1082,4347,False,0.1
732,1085,3016,False,0.2
733,1086,2087,False,0.1
734,1087,2783,True,0.1
735,1087,3134,False,0.1
736,1088,5990,False,0.2
737,1089,4199,True,0.2
738,1089,4379,False,0.1
739,1090,3211,True,0.1
740,1091,5970,False,0.1
741,1092,2701,True,0.1
742,1092,3593,False,0.2
743,1095,3972,False,0.1
744,1100,4889,False,0.1
745,1102,3217,True,0.1
746,1106,4825,True,0.1
747,1109,3342,False,0.1
748,1110,3048,False,0.1
749,1110,1582,False,0.1
750,1110,5891,True,0.1
751,1113,3193,True,0.1
752,1114,1583,True,0.1
753,1114,5831,False,0.1
754,1115,2280,True,0.1
755,1118,4500,True,0.1
756,1119,1181,False,0.2
757,1123,2750,False,0.1
758,1123,1689,True,0.1
759,1125,723,True,0.1
760,1125,5455,False,0.1
761,1126,2363,True,0.1
762,1131,2661,True,0.1
763,1132,3264,True,0.1
764,1132,3559,True,0.1
765,1135,3307,True,0.1
766,1135,3927,False,0.1
767,1136,3716,True,0.1
768,1137,5403,False,0.1
769,1138,2651,False,0.1
770,1140,5226,True,0.1
771,1142,2606,True,0.1
772,1142,2782,True,0.1
773,1143,362,False,0.1
774,1145,496,True,0.1
775,1147,4005,True,0.1
776,1148,4007,True,0.2
777,1150,4728,True,0.2
778,1155,3650,True,0.1
779,1156,2022,True,0.1
780,1159,1562,True,0.1
781,1161,3437,False,0.1
782,1161,560,True,0.1
783,1163,4092,True,0.1
784,1168,3620,True,0.1
785,1169,1333,True,0.1
786,1172,5211,False,0.1
787,1177,2402,True,0.1
788,1178,5144,True,0.1
789,1180,1763,False,0.1
790,1180,3272,True,0.2
791,1183,3673,True,0.2
792,1187,325,True,0.2
793,1188,654,True,0.2
794,1194,3797,True,0.2
795,1195,5947,True,0.1
796,1196,2514,True,0.1
797,1197,1234,True,0.1
798,1199,4302,True,0.1
799,1201,1310,False,0.1
800,1201,1041,True,0.1
801,1202,530,True,0.1
802,1204,3127,True,0.1
803,1205,3971,True,0.1
804,1205,2824,True,0.1
805,1206,1076,True,0.1
806,1206,2275,True,0.2
807,1208,5102,True,0.1
808,1209,3468,True,0.1
809,1210,2683,True,0.1
810,1214,3160,True,0.2
811,1216,846,True,0.1
812,1217,4317,True,0.1
813,1218,4983,True,0.1
814,1219,1746,True,0.1
815,1223,2504,True,0.1
816,1224,148,True,0.1
817,1224,3789,True,0.1
818,1225,2320,True,0.1
819,1228,5218,False,0.1
820,1228,4066,False,0.1
821,1234,1323,True,0.1
822,1236,5465,True,0.1
823,1238,2566,True,0.1
824,1239,2877,False,0.1
825,1239,3537,False,0.1
826,1241,2890,True,0.1
827,1242,3245,True,0.1
828,1243,5280,True,0.2
829,1247,5008,True,0.1
830,1248,1963,True,0.1
831,1249,5074,True,0.1
832,1252,4703,True,0.1
833,1253,733,True,0.1
834,1254,608,True,0.1
835,1256,2608,False,0.1
836,1256,5298,True,0.1
837,1258,4441,True,0.1
838,1259,2491,False,0.1
839,1259,2868,True,0.1
840,1259,4893,False,0.1
841,1260,5798,False,0.1
842,1262,1090,True,0.1
843,1263,3537,True,0.1
844,1264,2743,False,0.1
845,1264,2584,True,0.2
846,1264,4909,False,0.1
847,1266,5793,True,0.1
848,1266,2015,False,0.1
849,1267,4725,True,0.1
850,1272,2514,True,0.1
851,1274,3913,False,0.1
852,1274,4387,False,0.1
853,1275,2211,True,0.1
854,1276,3658,True,0.2
855,1277,5258,True,0.1
856,1277,5772,False,0.1
857,1280,5608,True,0.1
858,1281,2747,False,0.1
859,1281,1209,True,0.1
860,1282,1709,False,0.2
861,1282,1175,True,0.2
862,1282,3866,False,0.1
863,1282,3890,False,0.1
864,1283,499,True,0.1
865,1283,2067,False,0.1
866,1285,5593,True,0.1
867,1286,709,True,0.3
868,1287,5938,False,0.1
869,1289,3974,True,0.1
870,1293,5536,False,0.1
871,1293,3079,True,0.1
872,1293,5831,False,0.1
873,1297,3209,True,0.1
874,1297,4727,False,0.1
875,1301,5574,True,0.1
876,1303,5741,False,0.1
877,1305,2808,True,0.1
878,1305,4795,False,0.1
879,1308,708,True,0.1
880,1308,3968,False,0.1
881,1310,5352,False,0.1
882,1310,262,False,0.1
883,1310,3414,False,0.2
884,1311,4950,True,0.1
885,1311,5805,False,0.1
886,1312,2879,True,0.1
887,1315,5176,False,0.1
888,1315,3657,True,0.1
889,1315,6040,False,0.1
890,1317,5407,False,0.1
891,1317,3932,True,0.1
892,1318,5431,True,0.1
893,1320,4702,True,0.1
894,1324,469,True,0.2
895,1326,4054,True,0.1
896,1334,653,True,0.1
897,1335,5158,False,0.1
898,1335,4526,False,0.1
899,1335,6012,False,0.1
900,1335,4197,True,0.1
901,1336,5771,False,0.1
902,1337,1672,True,0.2
903,1337,1457,False,0.1
904,1338,4748,False,0.1
905,1338,3492,False,0.1
906,1338,5017,False,0.1
907,1338,3372,True,0.1
908,1341,4076,False,0.1
909,1341,3889,False,0.1
910,1342,673,True,0.1
911,1343,2035,True,0.1
912,1346,4371,True,0.1
913,1348,2851,True,0.1
914,1350,4710,True,0.1
915,1351,4077,True,0.1
916,1351,785,False,0.1
917,1351,5008,False,0.1
918,1353,3708,True,0.1
919,1354,1741,False,0.1
920,1360,3551,True,0.1
921,1361,4739,False,0.1
922,1362,1128,True,0.1
923,1363,271,False,0.1
924,1364,5688,True,0.1
925,1365,532,True,0.1
926,1365,3391,False,0.1
927,1365,5806,False,0.1
928,1365,3705,False,0.1
929,1369,2731,True,0.2
930,1370,3737,True,0.1
931,1371,3641,False,0.1
932,1372,1509,True,0.1
933,1374,1035,True,0.1
934,1375,2597,True,0.1
935,1377,3738,True,0.1
936,1377,5738,True,0.1
937,1377,5786,False,0.1
938,1378,4657,True,0.2
939,1380,5493,True,0.1
940,1383,4942,True,0.1
941,1384,4347,True,0.1
942,1385,5100,False,0.1
943,1385,5013,True,0.1
944,1386,1033,True,0.2
945,1387,3120,False,0.1
946,1387,4187,False,0.1
947,1387,922,False,0.1
948,1390,2374,False,0.3
949,1392,541,True,0.1
950,1393,4493,False,0.1
951,1393,3008,True,0.1
952,1394,6052,True,0.1
953,1394,2650,False,0.1
954,1398,1515,True,0.1
955,1400,1130,True,0.2
956,1403,5725,True,0.1
957,1404,5889,False,0.2
958,1404,3068,True,0.1
959,1405,2729,True,0.1
960,1407,4550,True,0.1
961,1408,4826,True,0.1
962,1410,3715,True,0.1
963,1411,5403,True,0.1
964,1413,4165,False,0.2
965,1413,1270,True,0.1
966,1413,2653,False,0.1
967,1413,3069,False,0.1
968,1415,4946,False,0.1
969,1416,5786,False,0.1
970,1418,3240,True,0.1
971,1420,1933,True,0.1
972,1421,3508,True,0.2
973,1425,3114,True,0.1
974,1426,5800,True,0.1
975,1427,5428,True,0.2
976,1431,5702,True,0.1
977,1432,5907,False,0.1
978,1432,5355,True,0.2
979,1432,5179,False,0.1
980,1432,5687,True,0.1
981,1433,2007,False,0.1
982,1433,2899,False,0.1
983,1433,4900,True,0.1
984,1434,2054,True,0.2
985,1435,5277,True,0.1
986,1436,4555,True,0.1
987,1437,3473,True,0.2
988,1438,3692,True,0.1
989,1439,4141,True,0.1
990,1439,5098,False,0.1
991,1439,5990,False,0.2
992,1441,4781,False,0.1
993,1441,3461,True,0.2
994,1445,4492,True,0.1
995,1446,4468,False,0.1
996,1446,5112,True,0.1
997,1446,5658,True,0.1
998,1446,5411,False,0.1
999,1447,1134,True,0.1
1000,1448,5048,False,0.1
1001,1448,841,True,0.1
1002,1451,5350,True,0.1
1003,1453,1385,True,0.1
1004,1456,3163,True,0.1
1005,1458,2122,True,0.1
1006,1461,5460,True,0.1
1007,1462,507,False,0.2
1008,1462,5177,True,0.1
1009,1465,5653,True,0.1
1010,1467,1944,True,0.1
1011,1467,2917,True,0.1
1012,1470,1760,True,0.1
1013,1473,4167,False,0.1
1014,1474,2362,True,0.1
1015,1475,4453,False,0.1
1016,1475,5650,True,0.1
1017,1477,5934,True,0.1
1018,1477,4867,True,0.1
1019,1478,1767,True,0.1
1020,1478,4307,False,0.1
1021,1479,1714,True,0.2
1022,1480,5767,True,0.1
1023,1481,1249,True,0.1
1024,1482,4729,True,0.2
1025,1483,4756,True,0.1
1026,1483,2746,False,0.1
1027,1483,1019,True,0.2
1028,1485,2012,False,0.1
1029,1486,4854,False,0.1
1030,1486,5310,False,0.1
1031,1487,5133,True,0.1
1032,1488,6002,False,0.1
1033,1488,5980,False,0.1
1034,1488,2706,True,0.1
1035,1488,300,True,0.2
1036,1490,5259,True,0.1
1037,1490,2996,False,0.2
1038,1491,1408,True,0.1
1039,1492,32,True,0.1
1040,1493,3937,False,0.1
1041,1493,1786,False,0.1
1042,1493,5967,False,0.1
1043,1493,4427,True,0.1
1044,1500,449,True,0.1
1045,1500,5342,False,0.1
1046,1501,3288,False,0.1
1047,1502,5330,False,0.1
1048,1502,5493,False,0.1
1049,1503,312,True,0.1
1050,1504,753,True,0.1
