dataset_1,dataset_2,dataset,model,time (sec),precision,recall,f1,good_behavior_response_rate,examples
imdb,tmdb,D5,openhermes-z-p2,387.58012342453003,0.6740425531914893,0.8372093023255814,0.7468175388967468,0.9998325238653492,vector_based_examples_dict_1
imdb,tmdb,D5,openhermes-ft-p1,403.027384519577,0.7042544403139198,0.9011627906976745,0.7906329700904243,1.0,vector_based_examples_dict_1
imdb,tmdb,D5,openhermes-ft-p2,403.57539916038513,0.7261061946902655,0.8673361522198731,0.7904624277456648,0.9998325238653492,vector_based_examples_dict_1
imdb,tmdb,D5,openhermes-tf-p1,404.8279778957367,0.6374695863746959,0.9693446088794926,0.769133990354372,0.9998325238653492,vector_based_examples_dict_1
imdb,tmdb,D5,openhermes-tf-p2,404.39835810661316,0.6567656765676567,0.9466173361522199,0.7754925308508335,0.9998325238653492,vector_based_examples_dict_1
imdb,tmdb,D5,zephyr-z-p1,437.31579852104187,0.7701674277016742,0.8023255813953488,0.7859176805591509,0.9807402445151566,vector_based_examples_dict_1
imdb,tmdb,D5,zephyr-z-p2,436.812135219574,0.7995183624322697,0.7019027484143763,0.7475372924289333,0.9815776251884106,vector_based_examples_dict_1
imdb,tmdb,D5,zephyr-ft-p1,824.7307040691376,0.7687861271676301,0.21088794926004228,0.3309829946080465,0.7064143359571261,vector_based_examples_dict_1
imdb,tmdb,D5,zephyr-ft-p2,854.3979053497314,0.6529680365296804,0.0755813953488372,0.13548081477972526,0.5910232791827165,vector_based_examples_dict_1
imdb,tmdb,D5,zephyr-tf-p1,656.9846801757812,0.831002331002331,0.37684989429175475,0.5185454545454545,0.7856305476469603,vector_based_examples_dict_1
imdb,tmdb,D5,zephyr-tf-p2,630.43177485466,0.7964824120603015,0.33509513742071884,0.47172619047619047,0.7149556188243176,vector_based_examples_dict_1
imdb,tmdb,D5,gemma3n-ft-p1,1435.462679862976,0.7751454696591854,0.9857293868921776,0.8678455095393206,1.0,vector_based_examples_dict_2
imdb,tmdb,D5,gemma3n-ft-p2,1344.6124176979065,0.7778698715292167,0.9920718816067653,0.8720092915214867,1.0,vector_based_examples_dict_2
imdb,tmdb,D5,gemma3n-tf-p1,1430.3337275981903,0.8065226972234465,0.96723044397463,0.8795962509012256,1.0,vector_based_examples_dict_2
imdb,tmdb,D5,gemma3n-tf-p2,1343.173674106598,0.7999143101970866,0.9867864693446089,0.8835778513961192,1.0,vector_based_examples_dict_2
imdb,tmdb,D5,qwen2.5-ft-p1,533.7374405860901,0.8248826291079813,0.928646934460888,0.8736946792640478,1.0,vector_based_examples_dict_2
imdb,tmdb,D5,qwen2.5-ft-p2,533.0446066856384,0.82483781278962,0.9408033826638478,0.8790123456790123,1.0,vector_based_examples_dict_2
imdb,tmdb,D5,qwen2.5-tf-p1,534.5732033252716,0.8202764976958525,0.9408033826638478,0.8764155588380108,1.0,vector_based_examples_dict_2
imdb,tmdb,D5,qwen2.5-tf-p2,534.3206584453583,0.8172681589767017,0.9455602536997886,0.8767458956138201,1.0,vector_based_examples_dict_2
imdb,tmdb,D5,llama3.1-ft-p1,544.2577688694,0.6572470373746582,0.7621564482029598,0.7058247674987763,1.0,vector_based_examples_dict_2
imdb,tmdb,D5,llama3.1-ft-p2,540.6181766986847,0.5596393897364771,0.8530655391120507,0.6758793969849246,0.9996650477306984,vector_based_examples_dict_2
imdb,tmdb,D5,llama3.1-tf-p1,542.8109424114227,0.6102225312934632,0.9275898520084567,0.7361577181208053,1.0,vector_based_examples_dict_2
imdb,tmdb,D5,llama3.1-tf-p2,541.6637878417969,0.5360213459828046,0.9556025369978859,0.6867996201329535,0.9996650477306984,vector_based_examples_dict_2
imdb,tmdb,D5,orca2-ft-p1,397.1208255290985,0.6622137404580153,0.5502114164904862,0.601039260969977,0.9989951431920951,vector_based_examples_dict_2
imdb,tmdb,D5,orca2-ft-p2,391.1707091331482,0.7381416504223521,0.6004228329809725,0.6621976100262315,1.0,vector_based_examples_dict_2
imdb,tmdb,D5,orca2-tf-p1,395.83351969718933,0.6534534534534534,0.5750528541226215,0.61175147596289,0.9988276670574443,vector_based_examples_dict_2
imdb,tmdb,D5,orca2-tf-p2,390.1959140300751,0.703850509626274,0.6569767441860465,0.679606342263532,1.0,vector_based_examples_dict_2
imdb,tmdb,D5,openhermes-ft-p1,401.68761706352234,0.75,0.8356236786469344,0.7905,1.0,vector_based_examples_dict_2
imdb,tmdb,D5,openhermes-ft-p2,397.65567564964294,0.7665995975855131,0.8054968287526427,0.7855670103092783,1.0,vector_based_examples_dict_2
imdb,tmdb,D5,openhermes-tf-p1,400.63675808906555,0.7717238139971818,0.8683932346723044,0.81720964934096,1.0,vector_based_examples_dict_2
imdb,tmdb,D5,openhermes-tf-p2,400.41142177581787,0.7826302729528536,0.8335095137420718,0.8072690043511646,1.0,vector_based_examples_dict_2
imdb,tmdb,D5,zephyr-ft-p1,2552.704879283905,0.8050171037628279,0.37315010570824525,0.5099313831708198,0.8186233461731703,vector_based_examples_dict_2
imdb,tmdb,D5,zephyr-ft-p2,755.2971224784851,0.8,0.30655391120507397,0.4432556362246848,0.7193099983252387,vector_based_examples_dict_2
imdb,tmdb,D5,zephyr-tf-p1,498.7305414676666,0.782312925170068,0.7293868921775899,0.7549234135667396,0.9422207335454698,vector_based_examples_dict_2
imdb,tmdb,D5,zephyr-tf-p2,544.0405361652374,0.7812301838934687,0.6511627906976745,0.7102911501873739,0.8807569921286217,vector_based_examples_dict_2
imdb,tmdb,D5,gemma3n-ft-p1,1428.5038735866547,0.7590705258866693,0.9841437632135307,0.8570771001150748,1.0,join_examples_dict_1
imdb,tmdb,D5,gemma3n-ft-p2,1342.209877729416,0.7768043387567793,0.9841437632135307,0.8682676614595477,1.0,join_examples_dict_1
imdb,tmdb,D5,gemma3n-tf-p1,1424.5319666862488,0.7910899653979239,0.9667019027484144,0.8701236917221694,1.0,join_examples_dict_1
imdb,tmdb,D5,gemma3n-tf-p2,1343.1068511009216,0.7894288150042625,0.9788583509513742,0.8739971684756961,1.0,join_examples_dict_1
imdb,tmdb,D5,qwen2.5-ft-p1,533.3357877731323,0.7997407647440052,0.6522198731501057,0.7184861717612809,1.0,join_examples_dict_1
imdb,tmdb,D5,qwen2.5-ft-p2,531.771012544632,0.8027812895069533,0.671247357293869,0.7311456534254461,1.0,join_examples_dict_1
imdb,tmdb,D5,qwen2.5-tf-p1,533.0855288505554,0.7958579881656804,0.7108879492600423,0.7509771077610273,1.0,join_examples_dict_1
imdb,tmdb,D5,qwen2.5-tf-p2,531.6093332767487,0.8074074074074075,0.6913319238900634,0.744874715261959,1.0,join_examples_dict_1
imdb,tmdb,D5,llama3.1-ft-p1,546.1332256793976,0.6172432729269632,0.5940803382663847,0.6054403447347159,0.9986601909227935,join_examples_dict_1
imdb,tmdb,D5,llama3.1-ft-p2,542.0817360877991,0.5224429727740986,0.7505285412262156,0.6160520607375272,0.9983252386534919,join_examples_dict_1
imdb,tmdb,D5,llama3.1-tf-p1,542.5378012657166,0.5288197621225984,0.9164904862579282,0.6706633146393347,0.998157762518841,join_examples_dict_1
imdb,tmdb,D5,llama3.1-tf-p2,540.6855978965759,0.4621614781068084,0.9651162790697675,0.6250213931199726,0.999162619326746,join_examples_dict_1
imdb,tmdb,D5,orca2-ft-p1,396.01334738731384,0.7224456958970233,0.47463002114164904,0.5728867623604466,0.9976553341148886,join_examples_dict_1
imdb,tmdb,D5,orca2-ft-p2,390.1661880016327,0.710594315245478,0.5813953488372093,0.6395348837209303,0.9996650477306984,join_examples_dict_1
imdb,tmdb,D5,orca2-tf-p1,392.155535697937,0.6490228013029316,0.4212473572938689,0.5108974358974359,0.9931334784793167,join_examples_dict_1
imdb,tmdb,D5,orca2-tf-p2,390.42745423316956,0.7024482109227872,0.5914376321353065,0.642180774748924,0.999162619326746,join_examples_dict_1
imdb,tmdb,D5,openhermes-ft-p1,401.8903753757477,0.7790311877903119,0.620507399577167,0.6907914092380112,1.0,join_examples_dict_1
imdb,tmdb,D5,openhermes-ft-p2,397.67990374565125,0.7876230661040787,0.5919661733615222,0.6759203379601689,1.0,join_examples_dict_1
imdb,tmdb,D5,openhermes-tf-p1,400.19499492645264,0.7951541850220264,0.5724101479915433,0.6656422864167179,1.0,join_examples_dict_1
imdb,tmdb,D5,openhermes-tf-p2,398.3472774028778,0.7943156320119671,0.5613107822410148,0.6577887890987922,1.0,join_examples_dict_1
imdb,tmdb,D5,zephyr-ft-p1,1972.2941691875458,0.8161592505854801,0.36839323467230445,0.507647487254188,0.887623513649305,join_examples_dict_1
imdb,tmdb,D5,zephyr-ft-p2,737.9235188961029,0.789838337182448,0.18076109936575052,0.29419354838709677,0.7320381845587004,join_examples_dict_1
imdb,tmdb,D5,zephyr-tf-p1,523.1673448085785,0.8021201413427562,0.5998942917547568,0.6864227396431811,0.9459052085077876,join_examples_dict_1
imdb,tmdb,D5,zephyr-tf-p2,557.2727246284485,0.7985553772070626,0.5258985200845666,0.6341618865519439,0.9011890805560208,join_examples_dict_1
imdb,tmdb,D5,gemma3n-ft-p1,1435.6595783233643,0.788917089678511,0.9857293868921776,0.8764097744360902,1.0,join_examples_dict_2
imdb,tmdb,D5,gemma3n-ft-p2,1345.544855594635,0.7931472081218274,0.991014799154334,0.881109022556391,1.0,join_examples_dict_2
imdb,tmdb,D5,gemma3n-tf-p1,1430.1613924503326,0.8066100937918713,0.9545454545454546,0.8743645606390704,1.0,join_examples_dict_2
imdb,tmdb,D5,gemma3n-tf-p2,1344.890108346939,0.8111455108359134,0.9693446088794926,0.8832169516012521,1.0,join_examples_dict_2
imdb,tmdb,D5,qwen2.5-ft-p1,535.4750905036926,0.8033866415804327,0.9027484143763214,0.8501742160278746,1.0,join_examples_dict_2
imdb,tmdb,D5,qwen2.5-ft-p2,533.6138217449188,0.8107476635514018,0.9170190274841438,0.8606150793650794,1.0,join_examples_dict_2
imdb,tmdb,D5,qwen2.5-tf-p1,534.4299759864807,0.8017241379310345,0.9339323467230444,0.86279296875,1.0,join_examples_dict_2
imdb,tmdb,D5,qwen2.5-tf-p2,532.7796802520752,0.8036281179138322,0.9365750528541226,0.8650231876983159,1.0,join_examples_dict_2
imdb,tmdb,D5,llama3.1-ft-p1,542.3932611942291,0.7038231229847997,0.8076109936575053,0.752153581097711,1.0,join_examples_dict_2
imdb,tmdb,D5,llama3.1-ft-p2,540.4650130271912,0.6083769633507854,0.921247357293869,0.7328147992432206,0.9996650477306984,join_examples_dict_2
imdb,tmdb,D5,llama3.1-tf-p1,542.8632261753082,0.5849239728243287,0.9556025369978859,0.7256672687136263,0.9984927147881427,join_examples_dict_2
imdb,tmdb,D5,llama3.1-tf-p2,540.5255923271179,0.5571166768478925,0.9640591966173362,0.7061556329849012,0.9993300954613967,join_examples_dict_2
imdb,tmdb,D5,orca2-ft-p1,393.82361125946045,0.6136136136136137,0.3239957716701903,0.42407471463161533,0.9961480489030313,join_examples_dict_2
imdb,tmdb,D5,orca2-ft-p2,389.1190686225891,0.6864864864864865,0.3356236786469345,0.4508342208022719,0.9996650477306984,join_examples_dict_2
imdb,tmdb,D5,orca2-tf-p1,390.90710735321045,0.6436974789915967,0.4048625792811839,0.4970798182998053,0.9996650477306984,join_examples_dict_2
imdb,tmdb,D5,orca2-tf-p2,389.7730391025543,0.6968290796597061,0.476215644820296,0.5657770800627944,0.9998325238653492,join_examples_dict_2
imdb,tmdb,D5,openhermes-ft-p1,402.43433475494385,0.8061158100195186,0.654862579281184,0.7226596675415573,1.0,join_examples_dict_2
imdb,tmdb,D5,openhermes-ft-p2,398.6028025150299,0.7862903225806451,0.6183932346723044,0.6923076923076923,1.0,join_examples_dict_2
imdb,tmdb,D5,openhermes-tf-p1,400.50060176849365,0.7650760356581018,0.7711416490486258,0.768096867596736,1.0,join_examples_dict_2
imdb,tmdb,D5,openhermes-tf-p2,398.22063159942627,0.7794528196538246,0.7378435517970402,0.7580776540863426,1.0,join_examples_dict_2
imdb,tmdb,D5,zephyr-ft-p1,864.518132686615,0.799163179916318,0.30285412262156447,0.43924875431199695,0.7435940378496064,join_examples_dict_2
imdb,tmdb,D5,zephyr-ft-p2,803.2547931671143,0.6935483870967742,0.06818181818181818,0.12415784408084697,0.624518506112879,join_examples_dict_2
imdb,tmdb,D5,zephyr-tf-p1,488.26248478889465,0.8023255813953488,0.6199788583509513,0.6994633273703041,0.9514319209512645,join_examples_dict_2
imdb,tmdb,D5,zephyr-tf-p2,3311.5774834156036,0.7810402684563759,0.49207188160676535,0.6037613488975356,0.8799196114553676,join_examples_dict_2
imdb,tmdb,D5,gemma3n-ft-p1 U gemma3n-tf-p1,2926.6496634483337,0.1295577967416602,0.9910979228486647,0.22915951972555745,1.0,vector_based_examples_dict_1
imdb,tmdb,D5,gemma3n-ft-p1 ∩ gemma3n-tf-p1,2926.6496634483337,0.1337371854613234,0.8516320474777448,0.23117196939186468,1.0,vector_based_examples_dict_1
imdb,tmdb,D5,gemma3n-ft-p1 U gemma3n-tf-p1,2865.7970361709595,0.13692946058091288,0.9792284866468842,0.24026210411357846,1.0,vector_based_examples_dict_2
imdb,tmdb,D5,gemma3n-ft-p1 ∩ gemma3n-tf-p1,2865.7970361709595,0.14304635761589404,0.9614243323442137,0.2490392006149116,1.0,vector_based_examples_dict_2
imdb,tmdb,D5,gemma3n-ft-p1 U gemma3n-tf-p1,2853.0364623069763,0.13420089467263116,0.9792284866468842,0.23605150214592274,1.0,join_examples_dict_1
imdb,tmdb,D5,gemma3n-ft-p1 ∩ gemma3n-tf-p1,2853.0364623069763,0.1396357328707719,0.9554896142433235,0.2436625047294741,1.0,join_examples_dict_1
imdb,tmdb,D5,gemma3n-ft-p1 U gemma3n-tf-p1,2865.8215515613556,0.1398394592310942,0.9821958456973294,0.2448224852071006,1.0,join_examples_dict_2
imdb,tmdb,D5,gemma3n-ft-p1 ∩ gemma3n-tf-p1,2865.8215515613556,0.14355992844364937,0.9525222551928784,0.2495141857753595,1.0,join_examples_dict_2
imdb,tmdb,D5,gemma3n-ft-p2 U gemma3n-tf-p2,2744.0005371570587,0.1282248748556026,0.9881305637982196,0.22699386503067484,1.0,vector_based_examples_dict_1
imdb,tmdb,D5,gemma3n-ft-p2 ∩ gemma3n-tf-p2,2744.0005371570587,0.13240917782026768,0.8219584569732937,0.22807739810621655,1.0,vector_based_examples_dict_1
imdb,tmdb,D5,gemma3n-ft-p2 U gemma3n-tf-p2,2687.786677122116,0.13795952085914912,0.9910979228486647,0.2422044960116026,1.0,vector_based_examples_dict_2
imdb,tmdb,D5,gemma3n-ft-p2 ∩ gemma3n-tf-p2,2687.786677122116,0.1418744625967326,0.9792284866468842,0.24784078107397672,1.0,vector_based_examples_dict_2
imdb,tmdb,D5,gemma3n-ft-p2 U gemma3n-tf-p2,2685.3173060417175,0.13647642679900746,0.9792284866468842,0.2395644283121597,1.0,join_examples_dict_1
imdb,tmdb,D5,gemma3n-ft-p2 ∩ gemma3n-tf-p2,2685.3173060417175,0.1410752688172043,0.973293768545994,0.2464312546957175,1.0,join_examples_dict_1
imdb,tmdb,D5,gemma3n-ft-p2 U gemma3n-tf-p2,2690.4355437755585,0.1409282700421941,0.9910979228486647,0.2467676394532693,1.0,join_examples_dict_2
imdb,tmdb,D5,gemma3n-ft-p2 ∩ gemma3n-tf-p2,2690.4355437755585,0.14412416851441243,0.9643916913946587,0.2507716049382716,1.0,join_examples_dict_2
imdb,tmdb,D5,qwen2.5-ft-p1 U qwen2.5-tf-p1,1078.542780637741,0.14154652686762778,0.9614243323442137,0.24676313785224677,1.0,vector_based_examples_dict_1
imdb,tmdb,D5,qwen2.5-ft-p1 ∩ qwen2.5-tf-p1,1078.542780637741,0.14358736059479554,0.9169139465875371,0.2482924869425472,1.0,vector_based_examples_dict_1
imdb,tmdb,D5,qwen2.5-ft-p1 U qwen2.5-tf-p1,1068.3112258911133,0.1435665914221219,0.9436201780415431,0.24921630094043887,1.0,vector_based_examples_dict_2
imdb,tmdb,D5,qwen2.5-ft-p1 ∩ qwen2.5-tf-p1,1068.3112258911133,0.14532374100719425,0.8991097922848664,0.250206440957886,1.0,vector_based_examples_dict_2
imdb,tmdb,D5,qwen2.5-ft-p1 U qwen2.5-tf-p1,1066.4218845367432,0.14469830111306387,0.7329376854599406,0.24168297455968688,1.0,join_examples_dict_1
imdb,tmdb,D5,qwen2.5-ft-p1 ∩ qwen2.5-tf-p1,1066.4218845367432,0.1474442988204456,0.6676557863501483,0.24154589371980675,1.0,join_examples_dict_1
imdb,tmdb,D5,qwen2.5-ft-p1 U qwen2.5-tf-p1,1069.9056453704834,0.1421612046058459,0.9525222551928784,0.24739884393063583,1.0,join_examples_dict_2
imdb,tmdb,D5,qwen2.5-ft-p1 ∩ qwen2.5-tf-p1,1069.9056453704834,0.14623552123552125,0.8991097922848664,0.25155666251556663,1.0,join_examples_dict_2
imdb,tmdb,D5,qwen2.5-ft-p2 U qwen2.5-tf-p2,1076.3952791690826,0.1421676173760421,0.9614243323442137,0.24770642201834864,1.0,vector_based_examples_dict_1
imdb,tmdb,D5,qwen2.5-ft-p2 ∩ qwen2.5-tf-p2,1076.3952791690826,0.14529520295202952,0.9347181008902077,0.25149700598802394,1.0,vector_based_examples_dict_1
imdb,tmdb,D5,qwen2.5-ft-p2 U qwen2.5-tf-p2,1067.3658409118652,0.14221624046657694,0.9406528189910979,0.24707716289945442,1.0,vector_based_examples_dict_2
imdb,tmdb,D5,qwen2.5-ft-p2 ∩ qwen2.5-tf-p2,1067.3658409118652,0.14542020774315392,0.913946587537092,0.25091649694501017,1.0,vector_based_examples_dict_2
imdb,tmdb,D5,qwen2.5-ft-p2 U qwen2.5-tf-p2,1063.3809163570404,0.14479905437352245,0.7270029673590505,0.24149827501232135,1.0,join_examples_dict_1
imdb,tmdb,D5,qwen2.5-ft-p2 ∩ qwen2.5-tf-p2,1063.3809163570404,0.14966887417218544,0.6706231454005934,0.24472116946399566,1.0,join_examples_dict_1
imdb,tmdb,D5,qwen2.5-ft-p2 U qwen2.5-tf-p2,1066.3941268920898,0.14152202937249667,0.9436201780415431,0.24613003095975233,1.0,join_examples_dict_2
imdb,tmdb,D5,qwen2.5-ft-p2 ∩ qwen2.5-tf-p2,1066.3941268920898,0.14585319351763584,0.9080118694362018,0.2513347022587269,1.0,join_examples_dict_2
imdb,tmdb,D5,llama3.1-ft-p1 U llama3.1-tf-p1,1094.3202176094055,0.08626114315679077,0.9762611275964391,0.15851602023608768,0.9982415005861665,vector_based_examples_dict_1
imdb,tmdb,D5,llama3.1-ft-p1 ∩ llama3.1-tf-p1,1094.3202176094055,0.1258518855065879,0.8219584569732937,0.21828211189913319,0.9982415005861665,vector_based_examples_dict_1
imdb,tmdb,D5,llama3.1-ft-p1 U llama3.1-tf-p1,1087.0692992210388,0.10103871576959396,0.9525222551928784,0.18269778030734207,1.0,vector_based_examples_dict_2
imdb,tmdb,D5,llama3.1-ft-p1 ∩ llama3.1-tf-p1,1087.0692992210388,0.1278394083465399,0.7181008902077152,0.21704035874439462,1.0,vector_based_examples_dict_2
imdb,tmdb,D5,llama3.1-ft-p1 U llama3.1-tf-p1,1088.6717081069946,0.09312890403180012,0.973293768545994,0.16999222596527597,0.9984089767208173,join_examples_dict_1
imdb,tmdb,D5,llama3.1-ft-p1 ∩ llama3.1-tf-p1,1088.6717081069946,0.11216730038022814,0.5252225519287834,0.18485639686684074,0.9984089767208173,join_examples_dict_1
imdb,tmdb,D5,llama3.1-ft-p1 U llama3.1-tf-p1,1085.2570810317993,0.10162726435369972,0.9821958456973294,0.18419588202559822,0.9992463573940714,join_examples_dict_2
imdb,tmdb,D5,llama3.1-ft-p1 ∩ llama3.1-tf-p1,1085.2570810317993,0.13117206982543642,0.7804154302670623,0.22459436379163109,0.9992463573940714,join_examples_dict_2
imdb,tmdb,D5,llama3.1-ft-p2 U llama3.1-tf-p2,1098.7055113315582,0.08126520681265206,0.9910979228486647,0.15021362716438047,0.9961480489030312,vector_based_examples_dict_1
imdb,tmdb,D5,llama3.1-ft-p2 ∩ llama3.1-tf-p2,1098.7055113315582,0.10848348348348348,0.857566765578635,0.19260246584471843,0.9961480489030312,vector_based_examples_dict_1
imdb,tmdb,D5,llama3.1-ft-p2 U llama3.1-tf-p2,1082.2825951576233,0.08481210855949896,0.9643916913946587,0.15591268889421925,0.9996650477306984,vector_based_examples_dict_2
imdb,tmdb,D5,llama3.1-ft-p2 ∩ llama3.1-tf-p2,1082.2825951576233,0.1134020618556701,0.8160237388724035,0.19913106444605358,0.9996650477306984,vector_based_examples_dict_2
imdb,tmdb,D5,llama3.1-ft-p2 U llama3.1-tf-p2,1082.768063545227,0.07710390220968501,0.973293768545994,0.142888259638423,0.998743928990119,join_examples_dict_1
imdb,tmdb,D5,llama3.1-ft-p2 ∩ llama3.1-tf-p2,1082.768063545227,0.094824016563147,0.6795252225519288,0.16642441860465115,0.998743928990119,join_examples_dict_1
imdb,tmdb,D5,llama3.1-ft-p2 U llama3.1-tf-p2,1080.9912374019623,0.09196999166435121,0.9821958456973294,0.1681910569105691,0.9994975715960477,join_examples_dict_2
imdb,tmdb,D5,llama3.1-ft-p2 ∩ llama3.1-tf-p2,1080.9912374019623,0.11929133858267717,0.8991097922848664,0.21063607924921793,0.9994975715960477,join_examples_dict_2
imdb,tmdb,D5,orca2-ft-p1 U orca2-tf-p1,795.6356191635132,0.1059765865680838,0.5103857566765578,0.17551020408163265,0.9997487857980238,vector_based_examples_dict_1
imdb,tmdb,D5,orca2-ft-p1 ∩ orca2-tf-p1,795.6356191635132,0.11786148238153099,0.2878338278931751,0.16724137931034483,0.9997487857980238,vector_based_examples_dict_1
imdb,tmdb,D5,orca2-ft-p1 U orca2-tf-p1,792.95494556427,0.11230995586071604,0.6795252225519288,0.19276094276094277,0.9989114051247698,vector_based_examples_dict_2
imdb,tmdb,D5,orca2-ft-p1 ∩ orca2-tf-p1,792.95494556427,0.13606010016694492,0.4836795252225519,0.21237785016286645,0.9989114051247698,vector_based_examples_dict_2
imdb,tmdb,D5,orca2-ft-p1 U orca2-tf-p1,788.1694748401642,0.11736237144585603,0.5756676557863502,0.19497487437185929,0.9953944062971027,join_examples_dict_1
imdb,tmdb,D5,orca2-ft-p1 ∩ orca2-tf-p1,788.1694748401642,0.12836185819070906,0.3115727002967359,0.18181818181818182,0.9953944062971027,join_examples_dict_1
imdb,tmdb,D5,orca2-ft-p1 U orca2-tf-p1,784.7313015460969,0.10840998685939553,0.4896142433234421,0.17751479289940827,0.9979065483168648,join_examples_dict_2
imdb,tmdb,D5,orca2-ft-p1 ∩ orca2-tf-p1,784.7313015460969,0.12893553223388307,0.2551928783382789,0.17131474103585656,0.9979065483168648,join_examples_dict_2
imdb,tmdb,D5,orca2-ft-p2 U orca2-tf-p2,790.4259099960327,0.12271152894606631,0.7359050445103857,0.21034775233248515,1.0,vector_based_examples_dict_1
imdb,tmdb,D5,orca2-ft-p2 ∩ orca2-tf-p2,790.4259099960327,0.12570965125709652,0.4599406528189911,0.19745222929936307,1.0,vector_based_examples_dict_1
imdb,tmdb,D5,orca2-ft-p2 U orca2-tf-p2,781.3671996593475,0.12377514182568335,0.712166172106825,0.210896309314587,1.0,vector_based_examples_dict_2
imdb,tmdb,D5,orca2-ft-p2 ∩ orca2-tf-p2,781.3671996593475,0.1390922401171303,0.5637982195845698,0.22313564298297123,1.0,vector_based_examples_dict_2
imdb,tmdb,D5,orca2-ft-p2 U orca2-tf-p2,780.5942463874817,0.12033631108775618,0.6795252225519288,0.2044642857142857,0.9994138335287222,join_examples_dict_1
imdb,tmdb,D5,orca2-ft-p2 ∩ orca2-tf-p2,780.5942463874817,0.13489499192245558,0.49554896142433236,0.21206349206349207,0.9994138335287222,join_examples_dict_1
