D1,D2,responses,weight
481,3015,False,0.01
481,2566,False,0.01
481,4109,False,0.01
483,3137,False,0.01
486,2162,False,0.01
486,7120,True,0.01
490,311,False,0.01
493,1316,False,0.01
493,3744,False,0.01
493,3424,False,0.02
495,3542,False,0.01
496,5182,True,0.01
499,7547,False,0.01
499,7551,True,0.01
502,5382,True,0.01
502,793,False,0.01
506,7531,False,0.01
506,7738,False,0.01
506,1836,True,0.01
510,3048,False,0.01
514,6681,False,0.01
514,4940,True,0.01
516,6532,True,0.01
516,906,False,0.01
518,867,True,0.01
521,5333,True,0.01
523,4055,False,0.01
525,7511,True,0.01
527,4898,False,0.01
528,6186,True,0.01
530,2573,True,0.01
530,2329,False,0.01
536,5638,False,0.01
536,4456,False,0.01
536,137,True,0.01
537,5530,False,0.01
538,5785,True,0.01
540,2084,True,0.01
541,2613,False,0.01
541,1600,True,0.01
546,6053,False,0.01
547,5342,False,0.01
547,3812,True,0.01
547,3016,False,0.01
554,4672,True,0.01
554,106,False,0.01
555,5083,True,0.01
555,7703,False,0.01
560,333,True,0.01
561,4060,True,0.01
561,6044,False,0.01
561,2512,False,0.01
562,231,True,0.01
562,6710,False,0.01
563,4579,True,0.01
564,3148,False,0.01
564,6750,True,0.01
565,6443,False,0.01
565,2353,True,0.01
565,3532,False,0.01
566,2067,False,0.01
566,6274,False,0.01
566,1993,False,0.01
566,6982,False,0.01
568,199,False,0.01
572,393,True,0.01
572,2037,False,0.01
572,5646,False,0.01
575,2605,False,0.01
575,2561,False,0.01
577,6946,True,0.01
577,7007,False,0.01
577,2957,False,0.01
580,6293,False,0.01
580,4214,False,0.01
580,6233,True,0.01
584,4546,True,0.01
585,6723,False,0.01
586,6875,False,0.01
586,2305,False,0.01
587,5249,False,0.01
587,118,False,0.01
587,4732,True,0.01
588,1845,True,0.01
589,1333,True,0.02
594,1821,False,0.01
594,3202,False,0.01
594,1283,True,0.01
598,7017,False,0.01
598,5556,False,0.04
599,3922,False,0.01
600,4006,True,0.01
600,6539,False,0.01
601,4162,True,0.01
603,5966,False,0.01
603,4124,True,0.01
603,4941,False,0.01
611,3320,False,0.01
611,5704,False,0.01
611,3955,False,0.01
614,6278,False,0.01
614,1634,False,0.01
614,1306,True,0.01
617,6555,False,0.01
617,378,True,0.01
618,6175,True,0.01
620,4526,True,0.01
627,5925,False,0.01
627,2643,False,0.01
627,2543,False,0.01
637,3649,False,0.01
637,6946,False,0.01
637,7007,True,0.01
641,3122,False,0.01
641,2214,True,0.01
642,497,False,0.01
642,18,False,0.01
643,51,False,0.01
644,1954,False,0.01
644,1329,True,0.01
645,3807,True,0.01
647,5423,True,0.01
650,5441,True,0.01
650,3003,False,0.01
651,1493,True,0.01
651,4247,False,0.01
653,3203,False,0.01
653,51,True,0.01
657,5960,False,0.01
658,6199,True,0.01
660,4606,True,0.01
660,6145,False,0.01
660,7750,False,0.01
660,7301,False,0.01
660,6899,False,0.01
663,1490,False,0.01
663,5375,True,0.01
671,2250,False,0.01
674,3312,False,0.01
674,892,False,0.01
675,5580,False,0.01
676,688,True,0.01
676,145,False,0.01
678,3918,False,0.01
678,321,False,0.01
679,3907,True,0.01
686,7736,False,0.01
686,7322,False,0.02
691,6489,False,0.01
691,4874,True,0.01
693,6221,False,0.01
693,1026,False,0.01
693,128,True,0.01
694,1817,True,0.01
694,2070,False,0.01
696,1720,False,0.01
697,446,True,0.01
699,226,True,0.01
700,5788,True,0.01
702,4185,True,0.03
706,2082,False,0.01
706,1685,False,0.01
706,6485,False,0.01
712,2319,True,0.01
713,4007,True,0.01
713,6351,False,0.01
713,977,False,0.01
714,4576,False,0.01
718,497,False,0.01
718,18,True,0.01
719,6190,True,0.01
722,5372,True,0.01
723,5661,False,0.01
726,4394,True,0.03
729,690,False,0.01
731,1707,True,0.01
731,7373,False,0.01
732,2039,True,0.01
733,1684,True,0.01
733,3390,False,0.01
735,5948,True,0.01
738,3234,False,0.01
738,2944,True,0.01
738,2846,False,0.01
738,7525,False,0.01
738,7150,False,0.01
740,4104,False,0.01
740,2607,False,0.01
740,3473,False,0.01
740,4111,True,0.01
740,6063,False,0.01
741,3654,False,0.01
741,5330,True,0.01
742,2027,True,0.01
742,4411,False,0.01
742,942,False,0.01
744,2050,True,0.01
745,3498,False,0.01
746,834,False,0.01
746,2887,False,0.01
746,7071,False,0.01
746,2460,True,0.01
748,2425,False,0.01
749,628,False,0.01
749,1247,True,0.01
749,1945,False,0.01
749,1764,False,0.01
750,44,False,0.01
751,5908,False,0.01
751,2027,False,0.01
751,4411,True,0.01
752,4832,False,0.01
752,3038,False,0.01
752,4532,False,0.01
752,2979,False,0.01
752,4153,False,0.02
753,6135,False,0.01
754,3766,False,0.01
755,6709,True,0.01
758,4381,True,0.01
758,7215,False,0.01
764,7728,False,0.01
765,4175,False,0.01
766,2694,True,0.01
767,5627,False,0.01
767,4087,False,0.01
768,2163,False,0.01
768,2298,False,0.01
768,2358,True,0.01
772,5056,False,0.01
772,4630,True,0.01
774,959,False,0.01
774,321,True,0.01
776,307,True,0.01
776,3921,False,0.01
781,947,True,0.01
781,2509,False,0.01
783,1807,False,0.01
785,6605,False,0.01
785,3385,True,0.01
787,4822,False,0.01
791,613,True,0.01
791,7569,False,0.01
793,1640,False,0.01
793,1173,False,0.01
793,6514,True,0.01
795,6966,False,0.01
795,5396,True,0.01
795,2014,False,0.01
797,3826,False,0.01
802,3586,True,0.01
803,2247,False,0.01
805,5521,False,0.01
805,1392,False,0.01
805,910,False,0.01
807,6250,False,0.01
807,3310,False,0.01
807,7650,False,0.01
808,678,False,0.01
810,4441,True,0.01
810,4054,False,0.01
813,985,False,0.01
813,3474,False,0.01
815,43,True,0.01
816,3148,True,0.01
816,6750,False,0.01
816,3916,False,0.01
817,4858,False,0.01
818,1920,True,0.02
819,4532,False,0.01
819,4153,True,0.02
820,3951,False,0.01
821,1689,True,0.02
823,1814,False,0.01
823,1131,False,0.01
825,3737,True,0.01
827,6293,False,0.01
827,91,True,0.01
827,4214,False,0.01
831,7616,False,0.01
831,1467,True,0.01
833,3446,True,0.01
835,1843,True,0.01
838,3289,False,0.01
839,7484,True,0.01
841,4398,False,0.01
844,6740,True,0.01
844,517,False,0.01
844,6865,False,0.01
844,7240,False,0.01
846,5735,True,0.01
850,90,False,0.01
850,213,True,0.01
851,6693,True,0.01
851,6768,False,0.01
853,7778,False,0.01
853,6906,False,0.01
853,6227,False,0.01
853,4633,True,0.04
856,6547,False,0.01
856,6814,False,0.01
856,7157,True,0.01
858,3810,True,0.01
860,6503,True,0.01
862,4824,False,0.01
863,6507,False,0.01
863,3780,True,0.01
864,4791,False,0.19
864,6022,False,0.01
864,7627,False,0.01
864,6333,True,0.01
865,2114,False,0.01
869,3671,False,0.01
875,7679,True,0.01
877,527,True,0.01
881,1212,True,0.01
881,3415,False,0.01
884,3010,False,0.01
885,2165,True,0.01
895,1755,True,0.01
896,3402,False,0.01
896,358,True,0.01
901,6572,False,0.01
901,5031,False,0.01
907,5368,False,0.01
907,7373,False,0.01
907,1592,True,0.01
908,2342,True,0.01
909,4533,True,0.01
911,616,True,0.01
914,4532,True,0.01
914,4153,False,0.02
916,6030,False,0.01
916,2887,False,0.01
917,3456,False,0.02
917,4324,False,0.01
919,1061,False,0.03
919,5726,False,0.01
919,6244,False,0.01
919,2616,True,0.02
925,7717,False,0.01
927,2125,False,0.01
927,7745,True,0.01
931,1969,False,0.01
932,1805,False,0.01
933,6644,True,0.01
935,6801,True,0.01
937,7311,True,0.01
938,5662,False,0.01
938,2420,False,0.01
938,2723,False,0.01
938,2223,False,0.01
939,3308,False,0.01
939,7103,True,0.01
939,5592,False,0.01
939,6856,False,0.02
943,4563,False,0.02
943,5699,False,0.01
944,1606,False,0.01
944,7711,True,0.01
947,7048,False,0.01
947,5258,True,0.01
950,1148,True,0.01
950,7798,False,0.01
951,1189,False,0.01
951,1505,False,0.02
953,6608,False,0.02
953,5369,False,0.01
953,1505,False,0.02
954,7031,False,0.02
954,1755,False,0.01
955,3943,False,0.01
955,1642,False,0.01
955,3504,True,0.01
962,4661,True,0.01
965,2803,False,0.01
967,1821,True,0.01
967,4716,False,0.01
967,3324,False,0.01
971,7460,False,0.01
974,7687,True,0.01
977,7487,False,0.04
978,7053,True,0.01
978,5025,False,0.01
980,3969,False,0.01
982,984,True,0.01
986,7276,False,0.01
986,5732,True,0.01
987,1305,True,0.01
989,2212,False,0.01
993,3742,False,0.01
994,193,False,0.01
994,7478,False,0.01
995,7487,False,0.04
1001,7445,False,0.01
1001,5235,True,0.01
1001,6792,False,0.01
1002,274,True,0.01
1002,592,False,0.01
1002,6048,False,0.01
1004,7271,False,0.01
1005,2011,False,0.01
1005,1826,False,0.01
1005,805,True,0.01
1006,4493,True,0.01
1006,374,False,0.01
1007,7364,False,0.01
1010,7667,False,0.01
1010,4520,True,0.01
1010,1401,False,0.01
1011,4091,False,0.01
1012,1583,True,0.01
1013,3659,True,0.01
1014,6339,False,0.01
1014,4796,True,0.01
1015,3438,False,0.01
1015,3463,False,0.01
1020,4045,True,0.01
1020,5573,False,0.01
1021,5413,False,0.01
1021,3441,False,0.01
1021,5883,True,0.01
1021,4969,False,0.01
1021,7539,False,0.01
1025,4800,True,0.01
1026,5084,True,0.02
1026,1994,False,0.01
1028,4319,True,0.01
1028,7801,False,0.01
1032,6033,True,0.01
1038,7424,True,0.01
1040,3561,False,0.01
1041,1887,True,0.01
1042,2653,False,0.01
1042,3137,True,0.01
1044,46,False,0.01
1044,116,False,0.01
1044,4569,False,0.01
1044,2498,False,0.01
1048,3758,True,0.01
1048,3989,False,0.01
1055,5004,True,0.01
1055,906,False,0.01
1055,4248,False,0.01
1055,5390,False,0.01
1056,2735,False,0.01
1058,3282,True,0.01
1059,3419,True,0.01
1059,1853,False,0.01
1059,350,False,0.01
1059,6166,False,0.01
1060,2834,False,0.01
1062,2436,False,0.01
1063,1705,True,0.01
1065,4497,True,0.01
1069,6918,True,0.01
1073,3039,True,0.01
1074,261,False,0.03
1074,4974,True,0.01
1074,1050,False,0.01
1075,6845,True,0.01
1075,5422,False,0.01
1078,4243,False,0.01
1078,5981,False,0.01
1078,1013,False,0.01
1078,2814,True,0.01
1078,3923,False,0.01
1079,7,False,0.01
1079,1547,True,0.01
1079,2857,False,0.01
1082,5825,False,0.04
1082,1160,True,0.01
1082,3147,False,0.01
1084,5191,True,0.01
1085,3709,True,0.01
1085,5844,False,0.01
1085,6515,False,0.01
1089,3967,False,0.01
1090,5298,True,0.01
1090,2762,False,0.01
1092,5886,True,0.01
1093,1512,False,0.01
1096,4652,False,0.01
1097,1416,False,0.01
1102,2465,False,0.01
1102,975,False,0.01
1103,5779,False,0.01
1103,5013,False,0.01
1103,5839,False,0.01
1104,588,False,0.01
1104,224,False,0.01
1106,6579,True,0.01
1108,6821,True,0.01
1108,5370,False,0.02
1108,7773,False,0.01
1111,763,False,0.01
1111,103,True,0.01
1113,6728,True,0.01
1116,4039,True,0.01
1117,7773,False,0.01
1117,6160,False,0.01
1117,3705,True,0.01
1118,3507,True,0.01
1121,3299,False,0.01
1121,3583,False,0.01
1121,5006,False,0.01
1121,4028,False,0.01
1123,1237,False,0.02
1123,5919,False,0.01
1125,2213,False,0.01
1125,3863,False,0.01
1125,2521,True,0.04
1125,956,False,0.02
1129,6893,True,0.01
1129,4783,False,0.01
1131,1633,True,0.01
1132,782,True,0.01
1133,2588,False,0.01
1133,5111,True,0.01
1135,7225,False,0.01
1135,6856,False,0.02
1135,3768,False,0.01
1135,4853,False,0.02
1135,3321,False,0.01
1136,3807,False,0.01
1139,6242,False,0.01
1139,4774,False,0.01
1139,5756,True,0.02
1141,6435,True,0.01
1142,7366,False,0.01
1142,4868,True,0.01
1147,1218,True,0.01
1148,2662,True,0.01
1148,5370,False,0.02
1149,3807,False,0.01
1151,5803,True,0.01
1151,2184,False,0.01
1155,510,False,0.01
1155,6978,False,0.01
1158,4631,True,0.01
1159,6618,False,0.01
1160,6094,False,0.01
1160,4558,True,0.03
1162,3888,True,0.01
1163,3507,False,0.01
1163,5744,True,0.01
1166,7033,False,0.01
1166,5203,True,0.01
1168,5613,True,0.01
1174,5294,False,0.01
1175,2392,True,0.01
1187,2403,False,0.01
1187,7472,True,0.01
1187,2875,False,0.01
1188,6125,True,0.01
1188,7149,False,0.01
1188,2659,False,0.01
1190,6693,False,0.01
1190,607,True,0.01
1195,938,False,0.01
1195,4109,False,0.01
1195,2994,True,0.01
1198,1139,True,0.01
1199,5664,False,0.01
1199,1392,False,0.01
1199,5854,True,0.01
1201,6025,False,0.01
1205,3668,False,0.01
1205,6317,False,0.01
1205,3736,False,0.01
1209,165,False,0.01
1209,3884,False,0.01
1209,2017,True,0.01
1211,3341,True,0.01
1212,7798,False,0.01
1212,6465,False,0.01
1212,4316,True,0.01
1212,3168,False,0.01
1215,5999,False,0.01
1215,3515,True,0.01
1215,6650,False,0.01
1216,6154,True,0.01
1216,396,False,0.01
1216,5027,False,0.01
1216,3687,False,0.02
1218,1479,True,0.01
1218,2864,False,0.01
1224,4536,True,0.01
1225,680,False,0.01
1225,88,False,0.01
1231,475,False,0.01
1231,62,True,0.01
1231,1847,False,0.01
1240,7793,False,0.01
1240,6188,True,0.01
1240,5778,False,0.01
1245,3577,True,0.01
1250,1901,False,0.01
1252,2407,False,0.01
1252,3914,True,0.01
1252,3733,False,0.01
1252,6214,False,0.01
1252,6716,False,0.01
1253,7772,False,0.01
1253,2863,False,0.01
1254,3232,True,0.01
1256,577,True,0.01
1256,5869,False,0.01
1257,7731,False,0.01
1258,2707,False,0.02
1258,1487,False,0.02
1258,2370,True,0.01
1260,2693,False,0.01
1264,6465,True,0.01
1264,4316,False,0.01
1266,23,False,0.01
1266,3501,True,0.02
1266,1970,False,0.01
1266,5897,False,0.01
1266,6227,False,0.01
1274,3978,False,0.01
1274,383,True,0.01
1275,2977,True,0.01
1277,5560,True,0.01
1277,3304,False,0.01
1277,2099,False,0.01
1277,7574,False,0.01
1277,6768,False,0.01
1286,3742,False,0.01
1289,6965,False,0.01
1289,3753,False,0.01
1289,4825,True,0.01
1289,1003,False,0.01
1290,1810,True,0.01
1292,1742,True,0.01
1293,1306,False,0.01
1293,1634,False,0.01
1293,6278,True,0.01
1293,4367,False,0.01
1296,2217,True,0.01
1297,1762,False,0.01
1305,2348,False,0.01
1305,2703,False,0.01
1307,5387,False,0.01
1309,2682,False,0.01
1310,7149,False,0.01
1310,5710,True,0.01
1316,787,False,0.01
1316,1688,False,0.01
1316,3357,True,0.01
1316,7457,False,0.01
1317,6447,True,0.01
1319,1815,True,0.01
1319,5744,False,0.01
1319,5574,False,0.01
1321,6705,True,0.01
1321,7147,False,0.01
1321,5216,False,0.01
1321,5969,False,0.01
1322,7135,False,0.01
1322,1276,False,0.01
1325,4792,True,0.01
1326,6416,False,0.01
1326,5829,True,0.01
1329,4516,True,0.01
1330,55,False,0.01
1330,469,True,0.01
1331,4804,True,0.01
1335,1197,False,0.01
1340,886,True,0.01
1340,5450,False,0.01
1347,7444,True,0.01
1352,3498,False,0.01
1352,3005,True,0.01
1353,4871,False,0.01
1356,192,True,0.01
1356,887,False,0.01
1357,4615,False,0.01
1360,303,True,0.01
1361,1859,True,0.01
1361,3056,False,0.01
1361,5798,False,0.01
1362,5289,False,0.01
1362,2759,True,0.01
1362,6840,False,0.01
1365,2754,True,0.01
1366,7574,False,0.01
1366,3021,False,0.01
1372,2405,False,0.01
1372,5462,False,0.01
1372,4658,False,0.01
1372,3921,False,0.01
1373,975,True,0.01
1374,1724,True,0.01
1376,879,False,0.01
1376,7131,False,0.01
1377,284,False,0.01
1377,838,False,0.01
1377,453,False,0.01
1377,545,False,0.01
1377,1723,False,0.01
1378,2270,True,0.01
1378,7414,False,0.01
1378,2788,False,0.01
1378,6130,False,0.01
1380,5156,True,0.01
1385,4131,True,0.01
1387,3571,False,0.01
1387,4986,True,0.01
1388,1302,True,0.01
1388,2419,False,0.01
1391,5579,True,0.01
1392,3183,False,0.01
1395,4055,False,0.01
1395,7574,False,0.01
1396,7059,False,0.01
1396,3305,True,0.01
1397,973,False,0.01
1397,1168,False,0.01
1397,4064,False,0.01
1397,2401,False,0.01
1399,4324,False,0.01
1399,6438,True,0.01
1402,7560,False,0.01
1402,7521,False,0.01
1402,5475,True,0.01
1402,3592,False,0.01
1402,138,False,0.01
1404,5918,False,0.01
1405,6667,True,0.01
1411,3942,False,0.01
1411,5425,False,0.01
1411,6070,True,0.01
1411,4068,False,0.01
1416,7322,False,0.02
1416,6219,False,0.01
1420,2190,False,0.01
1421,1215,False,0.01
1424,3904,True,0.02
1425,4979,True,0.01
1430,5695,False,0.01
1431,7191,True,0.02
1432,5422,False,0.01
1432,4107,True,0.01
1441,3171,False,0.02
1441,4558,False,0.03
1441,6210,False,0.01
1441,1617,True,0.01
1442,3029,True,0.01
1444,936,True,0.01
1448,1003,False,0.01
1448,5224,True,0.01
1448,129,False,0.01
1450,5538,False,0.01
1450,4507,False,0.02
1450,6702,False,0.01
1454,11,True,0.01
1454,1274,False,0.01
1455,4370,True,0.01
1458,5303,False,0.01
1458,3345,False,0.03
1462,4532,False,0.01
1462,4124,False,0.01
1462,4941,True,0.01
1466,5108,True,0.01
1468,3886,True,0.01
1468,5096,False,0.01
1469,7031,False,0.02
1469,2692,True,0.01
1475,826,True,0.01
1478,4451,True,0.01
1478,1598,False,0.01
1478,5944,False,0.01
1478,1756,False,0.01
1478,7315,False,0.01
1485,6826,False,0.01
1486,1614,True,0.01
1486,3686,False,0.01
1487,2102,True,0.01
1487,3220,False,0.01
1489,7383,False,0.01
1491,6965,True,0.01
1491,6336,False,0.01
1493,7743,False,0.01
1493,3198,False,0.01
1494,6633,False,0.01
1496,4287,False,0.01
1496,2271,False,0.01
1496,308,True,0.01
1498,7443,True,0.01
1505,1386,False,0.01
1505,5086,False,0.01
1505,6291,False,0.01
1509,2153,False,0.01
1510,999,False,0.01
1510,7615,False,0.01
1510,5261,False,0.01
1510,6401,True,0.01
1512,3164,False,0.01
1516,1407,True,0.01
1517,5312,False,0.01
1517,5683,False,0.01
1517,6200,False,0.01
1517,121,True,0.01
1517,1939,False,0.01
1518,4451,False,0.01
1518,1598,False,0.01
1518,7642,True,0.02
1518,5944,False,0.01
1518,7315,False,0.01
1519,2233,False,0.01
1519,1030,True,0.01
1520,6517,False,0.01
1520,2537,False,0.01
1521,5394,True,0.01
1522,3419,False,0.01
1522,1853,True,0.01
1522,350,False,0.01
1522,6166,False,0.01
1523,6913,False,0.01
1523,7638,False,0.01
1523,5281,False,0.01
1523,661,False,0.03
1523,3744,True,0.01
1525,3174,True,0.01
1525,4321,False,0.01
1528,5648,False,0.01
1529,2372,True,0.01
1529,3803,False,0.01
1532,705,False,0.01
1532,2043,False,0.01
1536,4494,True,0.01
1536,1104,False,0.01
1536,6070,False,0.01
1537,1010,True,0.01
1538,6069,True,0.01
1538,2555,False,0.01
1544,6371,True,0.01
1550,5449,False,0.01
1550,4975,False,0.01
1550,375,True,0.02
1550,2808,False,0.01
1553,1870,False,0.01
1553,2218,True,0.01
1553,3713,False,0.01
